country,year,primary_energy_consumption,population,energy_per_gdp,energy_per_capita,gdp,temperature_change_from_ghg,land_use_change_co2_per_capita,other_co2_per_capita,co2_per_capita,share_global_cumulative_coal_co2,consumption_co2_per_capita,share_global_cumulative_cement_co2,co2_including_luc_per_capita,share_global_flaring_co2,co2_per_unit_energy,land_use_change_co2,gas_co2,trade_co2_share,share_global_co2,share_global_co2_including_luc,consumption_co2,trade_co2,share_global_other_co2,temperature_change_from_n2o,nitrous_oxide_per_capita,oil_co2_per_capita,co2_growth_prct,share_global_cement_co2,share_global_cumulative_gas_co2,share_global_gas_co2,share_global_cumulative_oil_co2,total_ghg_excluding_lucf,co2_growth_abs,cumulative_coal_co2,cement_co2_per_capita,cumulative_oil_co2,cumulative_other_co2,share_global_luc_co2,co2_including_luc_per_gdp,nitrous_oxide,consumption_co2_per_gdp,co2_including_luc_per_unit_energy,methane_per_capita,cumulative_luc_co2,co2_including_luc_growth_prct,co2_including_luc_growth_abs,ghg_excluding_lucf_per_capita,share_global_oil_co2,flaring_co2,coal_co2,temperature_change_from_ch4,cumulative_flaring_co2,flaring_co2_per_capita,other_industry_co2,cumulative_co2,share_global_cumulative_luc_co2,cement_co2,coal_co2_per_capita,ghg_per_capita,share_of_temperature_change_from_ghg,co2,share_global_cumulative_flaring_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_coal_co2,temperature_change_from_co2,total_ghg,share_global_cumulative_other_co2,cumulative_co2_including_luc,co2_including_luc,co2_per_gdp,cumulative_cement_co2,gas_co2_per_capita,cumulative_gas_co2,methane,oil_co2,other_renewables_cons_change_twh,wind_elec_per_capita,oil_share_energy,fossil_energy_per_capita,per_capita_electricity,energy_cons_change_twh,oil_consumption,coal_elec_per_capita,renewables_elec_per_capita,biofuel_elec_per_capita,nuclear_cons_change_pct,renewables_cons_change_pct,fossil_share_energy,coal_prod_per_capita,hydro_cons_change_twh,renewables_electricity,gas_electricity,hydro_energy_per_capita,electricity_generation,other_renewable_electricity,gas_prod_change_twh,oil_prod_change_pct,gas_prod_change_pct,fossil_share_elec,gas_cons_change_pct,carbon_intensity_elec,oil_cons_change_pct,low_carbon_elec_per_capita,biofuel_electricity,fossil_cons_change_pct,hydro_elec_per_capita,coal_cons_change_twh,biofuel_share_elec,biofuel_cons_change_twh,coal_prod_change_pct,gas_consumption,low_carbon_share_elec,wind_cons_change_pct,electricity_share_energy,gas_production,other_renewable_consumption,solar_elec_per_capita,biofuel_share_energy,wind_share_energy,nuclear_cons_change_twh,other_renewables_share_energy,oil_share_elec,other_renewables_cons_change_pct,renewables_share_energy,biofuel_cons_per_capita,coal_cons_change_pct,oil_elec_per_capita,hydro_share_energy,wind_consumption,other_renewables_elec_per_capita_exc_biofuel,wind_energy_per_capita,coal_electricity,low_carbon_share_energy,nuclear_share_elec,renewables_share_elec,other_renewables_elec_per_capita,other_renewables_energy_per_capita,fossil_electricity,electricity_demand,solar_electricity,coal_share_elec,hydro_share_elec,wind_electricity,solar_cons_change_twh,nuclear_elec_per_capita,nuclear_share_energy,solar_energy_per_capita,fossil_fuel_consumption,low_carbon_consumption,oil_prod_change_twh,fossil_cons_change_twh,biofuel_cons_change_pct,coal_consumption,solar_cons_change_pct,wind_cons_change_twh,electricity_demand_per_capita,oil_production,gas_prod_per_capita,oil_cons_change_twh,coal_prod_change_twh,wind_share_elec,greenhouse_gas_emissions,energy_cons_change_pct,low_carbon_cons_change_twh,nuclear_energy_per_capita,renewables_consumption,hydro_electricity,gas_cons_change_twh,oil_prod_per_capita,net_elec_imports,gas_share_elec,gas_elec_per_capita,gas_energy_per_capita,low_carbon_electricity,net_elec_imports_share_demand,oil_electricity,low_carbon_cons_change_pct,other_renewables_share_elec,gas_share_energy,coal_share_energy,solar_share_elec,low_carbon_energy_per_capita,nuclear_electricity,biofuel_consumption,renewables_energy_per_capita,nuclear_consumption,coal_cons_per_capita,renewables_cons_change_twh,solar_consumption,coal_production,oil_energy_per_capita,other_renewable_exc_biofuel_electricity,fossil_elec_per_capita,other_renewables_share_elec_exc_biofuel,hydro_cons_change_pct,solar_share_energy,hydro_consumption
China,1978,4632.033,956161484.0,2.778,4849.59,1667551723520.0,0.048,1.891,0.039,1.561,4.934,,3.404,3.452,0.701,0.322,1808.134,26.286,,7.828,13.483,,,,0.002,0.204,0.295,11.332,6.735,0.381,1.03,1.28,2058.744,151.947,16954.531,0.028,2108.9,551.895,33.403,1.979,194.583,,0.713,0.872,52815.078,14.241,411.475,2.153,3.08,2.737,1117.447,0.021,13.44,0.003,37.506,20027.902,8.919,26.81,1.169,3.651,6.169,1492.778,0.244,3.552,5.897,17.134,0.026,3490.816,,67907.039,3300.912,0.895,239.295,0.027,159.842,833.349,281.992,0.0,0.0,23.243,4715.768,,406.881,1076.637,,45.208,,,-6.303,97.241,3608.811,-8.599,43.226,,133.823,,0.0,16.227,11.117,13.284,,13.284,,10.874,45.208,,10.162,45.208,293.657,,,12.524,138.38,,,,138.38,0.0,0.0,,0.0,0.0,0.0,,,2.759,,9.803,,2.759,0.0,,0.0,,2.759,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,4504.213,127.819,121.068,415.479,,3289.197,,0.0,,1210.102,144.879,105.595,383.636,,,9.63,-8.599,0.0,127.819,43.226,16.227,1266.938,,,,144.879,43.226,,,-6.303,,2.987,71.01,,133.823,0.0,,133.823,0.0,3443.684,-8.599,0.0,3446.916,1127.205,,,,-6.303,0.0,127.819
China,1979,4771.826,969288069.0,2.649,4928.05,1801380298752.0,0.05,1.122,0.04,1.574,5.165,,3.627,2.696,0.85,0.32,1087.251,27.777,,7.78,10.755,,,,0.002,0.212,0.287,2.203,7.507,0.42,1.033,1.372,2101.12,32.883,18102.078,0.031,2387.326,590.422,23.198,1.451,205.592,,0.548,0.868,53902.328,-20.843,-688.0,2.168,3.002,3.063,1147.547,0.021,16.503,0.003,38.527,21553.564,9.031,30.32,1.184,3.206,6.251,1525.661,0.281,3.694,5.998,16.805,0.026,3107.579,,70519.945,2612.912,0.847,269.615,0.029,187.619,841.191,278.427,0.0,0.0,22.618,4779.771,,139.793,1079.3,,50.094,,,12.33,96.991,3661.815,15.76,48.556,,148.28,,0.0,7.861,2.018,5.681,,5.681,,0.247,50.094,,2.754,50.094,113.509,,,2.867,146.241,,,,146.241,0.0,0.0,,0.0,0.0,0.0,,,3.009,,3.451,,3.009,0.0,,0.0,,3.009,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,4628.247,143.579,24.423,124.033,,3402.706,,0.0,,1234.525,151.029,2.663,98.815,,,3.018,15.76,0.0,143.579,48.556,7.861,1274.942,,,,151.029,48.556,,,12.33,,3.065,71.308,,148.28,0.0,,148.28,0.0,3514.106,15.76,0.0,3545.731,1114.635,,,,12.33,0.0,143.579
China,1980,4827.534,983163545.0,2.549,4914.158,1893783568384.0,0.051,1.078,0.036,1.52,5.378,,3.856,2.598,0.952,0.31,1059.519,27.319,,7.669,10.443,,,,0.002,0.223,0.278,-2.043,8.052,0.453,0.99,1.454,2066.703,-31.165,19224.742,0.033,2660.529,626.008,21.329,1.349,219.19,,0.529,0.854,54961.848,-2.254,-58.897,2.102,3.053,3.012,1122.664,0.022,19.514,0.003,35.586,23048.059,9.133,32.712,1.142,3.126,6.326,1494.496,0.315,3.822,6.088,16.017,0.027,3073.064,,73073.969,2554.015,0.789,302.327,0.028,214.938,839.155,273.202,0.0,0.0,20.146,4738.91,,55.708,972.533,,59.218,,,19.905,96.434,4123.979,28.58,58.221,,175.249,,0.0,-2.419,-0.188,-1.654,,-1.654,,-9.892,59.218,,0.586,59.218,136.313,,,14.258,143.823,,,,143.823,0.0,0.0,,0.0,0.0,0.0,,,3.566,,4.006,,3.566,0.0,,0.0,,3.566,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,4655.375,172.159,-2.326,27.128,,3539.019,,0.0,,1232.198,146.403,-106.767,505.552,,,1.167,28.58,0.0,172.159,58.221,-2.419,1254.309,,,,146.403,58.221,,,19.905,,2.979,73.309,,175.249,0.0,,175.249,0.0,3602.522,28.58,0.0,4051.284,989.984,,,,19.905,0.0,172.159
China,1981,4763.85,997721068.0,2.443,4776.941,1949955260416.0,0.053,0.992,0.034,1.48,5.584,,4.078,2.472,1.134,0.31,990.131,24.388,,7.762,10.341,,,,0.002,0.213,0.257,-1.205,8.345,0.477,0.872,1.523,2048.201,-18.008,20349.748,0.034,2916.903,660.137,20.5,1.265,212.346,,0.518,0.841,55951.977,-3.422,-87.396,2.053,2.999,2.689,1125.005,0.023,22.204,0.003,34.129,24524.547,9.223,33.903,1.128,3.022,6.406,1476.488,0.345,3.943,6.171,16.096,0.028,3015.528,,75540.586,2466.619,0.757,336.23,0.024,239.325,839.423,256.374,0.0,0.0,19.344,4582.687,,-63.684,921.531,,65.663,,,12.525,95.934,3624.537,21.562,65.513,,194.254,,0.0,-15.42,-4.464,-10.722,,-10.722,,-5.244,65.663,,-1.831,65.663,-18.824,,,-10.779,128.402,,,,128.402,0.0,0.0,,0.0,0.0,0.0,,,4.066,,-0.532,,4.066,0.0,,0.0,,4.066,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,4570.128,193.722,-55.01,-85.246,,3520.195,,0.0,,1177.189,128.755,-51.002,-436.68,,,-1.319,21.562,0.0,193.722,65.513,-15.42,1180.424,,,,128.755,65.513,,,12.525,,2.695,73.894,,194.254,0.0,,194.254,0.0,3529.869,21.562,0.0,3614.604,924.063,,,,12.525,0.0,193.722
China,1982,4976.87,1013588169.0,2.338,4910.659,2128598007808.0,0.055,0.932,0.035,1.585,5.813,,4.336,2.517,1.072,0.323,944.924,22.9,,8.513,10.897,,,,0.002,0.216,0.254,8.811,9.615,0.495,0.838,1.588,2194.461,130.097,21598.604,0.038,3174.713,695.762,20.796,1.199,218.732,,0.513,0.844,56896.906,3.442,84.89,2.165,3.09,2.524,1248.856,0.023,24.728,0.002,35.625,26131.133,9.309,38.87,1.232,3.104,6.499,1606.585,0.371,4.077,6.26,17.561,0.029,3146.039,,78092.094,2551.509,0.755,375.1,0.023,262.225,855.678,257.81,0.0,0.0,18.32,4693.545,,213.021,911.753,,73.416,,,13.586,95.579,3822.988,26.319,74.414,,217.114,,0.0,-8.164,0.889,-6.358,,-6.358,,-1.061,73.416,,4.085,73.416,204.643,,,7.191,120.238,,,,120.238,0.0,0.0,,0.0,0.0,0.0,,,4.421,,5.813,,4.421,0.0,,0.0,,4.421,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,4756.829,220.041,10.467,186.701,,3724.838,,0.0,,1187.656,118.639,-9.778,259.93,,,4.472,26.319,0.0,220.041,74.414,-8.164,1171.855,,,,118.639,74.414,,,13.586,,2.416,74.843,,217.114,0.0,,217.114,0.0,3675.283,26.319,0.0,3874.534,899.623,,,,13.586,0.0,220.041
China,1983,5297.698,1029064952.0,2.325,5147.26,2278862356480.0,0.057,0.869,0.037,1.646,6.05,,4.625,2.516,1.255,0.32,894.568,23.439,,8.921,10.888,,,,0.003,0.225,0.256,5.455,10.673,0.513,0.849,1.652,2300.538,87.632,22920.445,0.043,3438.485,734.128,18.695,1.136,231.79,,0.489,0.854,57791.473,1.461,37.275,2.236,3.194,2.671,1321.843,0.024,27.399,0.003,38.366,27825.348,9.382,44.126,1.285,3.16,6.594,1694.217,0.398,4.217,6.347,18.112,0.03,3251.668,,80680.875,2588.784,0.743,419.227,0.023,285.664,878.501,263.771,0.0,0.0,17.557,4898.982,,320.828,930.099,,83.976,,,16.13,95.177,4036.833,35.493,86.417,,248.278,,0.0,2.822,3.868,2.347,,2.347,,2.012,83.976,,5.998,83.976,264.167,,,7.234,123.06,,,,123.06,0.0,0.0,,0.0,0.0,0.0,,,4.823,,7.092,,4.823,0.0,,0.0,,4.823,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,5042.165,255.534,45.938,285.335,,3989.005,,0.0,,1233.594,119.566,18.346,280.283,,,6.446,35.493,0.0,255.534,86.417,2.822,1198.564,,,,119.566,86.417,,,16.13,,2.323,75.297,,248.278,0.0,,248.278,0.0,3875.729,35.493,0.0,4154.817,903.687,,,,16.13,0.0,255.534
China,1984,5685.145,1043849645.0,2.244,5444.643,2534000295936.0,0.059,0.818,0.04,1.767,6.306,,4.948,2.586,1.721,0.324,854.27,24.226,,9.389,10.674,,,,0.003,0.234,0.26,8.89,11.886,0.528,0.804,1.714,2482.908,150.611,24374.645,0.048,3709.936,775.802,15.149,1.065,243.895,,0.475,0.869,58645.742,4.261,110.313,2.379,3.261,3.213,1454.198,0.025,30.613,0.003,41.674,29670.176,9.435,50.066,1.393,3.273,6.69,1844.828,0.433,4.366,6.431,19.007,0.031,3416.188,,83379.977,2699.098,0.728,469.292,0.023,309.89,907.525,271.451,0.0,0.0,16.972,5198.792,,387.446,964.89,,83.168,,,0.46,95.485,4395.058,1.176,86.815,,245.85,,0.0,2.217,8.051,1.802,,1.802,,3.741,83.168,,7.661,83.168,349.261,,,10.455,125.278,,,,125.278,0.0,0.0,,0.0,0.0,0.0,,,4.515,,8.756,,4.515,0.0,,0.0,,4.515,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,5428.434,256.71,99.32,386.27,,4338.266,,0.0,,1332.914,119.978,34.791,434.38,,,7.313,1.176,0.0,256.71,86.815,2.217,1276.527,,,,119.978,86.815,,,0.46,,2.204,76.309,,245.85,0.0,,245.85,0.0,4154.742,1.176,0.0,4589.198,924.072,,,,0.46,0.0,256.71
China,1985,6150.371,1059807821.0,2.234,5800.923,2752673742848.0,0.061,0.729,0.042,1.885,6.577,,5.334,2.614,0.0,0.325,772.381,24.82,,9.837,10.821,,,,0.003,0.223,0.269,8.307,13.928,0.541,0.795,1.777,2654.104,153.255,25959.156,0.056,3994.53,820.658,14.598,1.006,236.529,,0.45,0.874,59418.121,2.644,71.367,2.504,3.419,0.0,1584.511,0.026,30.613,0.0,44.857,31668.262,9.478,59.301,1.495,3.334,6.786,1998.083,0.422,4.525,6.516,19.319,0.032,3533.082,,86150.438,2770.464,0.726,528.593,0.023,334.71,925.873,284.594,0.0,0.0,16.432,5543.256,387.514,465.227,1010.6,245.937,87.174,,,6.419,95.558,4784.223,16.479,92.388,0.972,257.667,410.69,0.0,5.039,8.978,4.023,77.504,4.023,,4.737,87.174,,8.267,87.174,397.999,,,10.53,130.317,22.496,,6.88,130.317,0.0,0.0,,0.0,0.0,0.0,13.802,,4.442,,9.174,53.486,4.442,0.0,,0.0,260.645,4.442,0.0,22.496,0.0,0.0,318.302,,0.0,63.465,22.496,0.0,0.0,0.0,0.0,0.0,5877.182,273.189,119.673,448.748,,4736.265,,0.0,,1452.587,122.913,45.71,483.227,0.0,,8.183,16.479,0.0,273.189,92.388,5.039,1370.055,,0.237,0.917,122.913,92.388,,56.685,6.419,0.0,2.119,77.008,0.0,257.667,0.0,,257.667,0.0,4467.163,16.479,0.0,5072.425,953.181,,300.34,,6.419,0.0,273.189
China,1986,6444.106,1077233612.0,2.198,5979.108,2931539050496.0,0.063,0.697,0.046,1.953,6.852,,5.756,2.651,0.0,0.327,751.232,26.352,,10.207,10.923,,,,0.003,0.223,0.281,5.312,15.229,0.556,0.865,1.842,2770.927,106.13,27616.547,0.063,4297.598,870.698,13.592,0.974,240.089,,0.443,0.878,60169.355,3.067,84.981,2.572,3.535,0.0,1657.391,0.027,30.613,0.0,50.04,33772.473,9.514,67.362,1.539,3.401,6.883,2104.213,0.413,4.688,6.601,19.918,0.033,3663.251,,89005.883,2855.446,0.718,595.955,0.024,361.062,945.812,303.068,0.0,0.0,16.673,5719.703,417.3,293.735,1074.421,278.129,87.77,,,2.339,95.661,4823.485,6.39,94.549,1.693,259.405,449.53,0.0,8.365,4.636,6.419,78.967,6.419,,6.315,87.77,,4.889,87.77,215.159,,,2.488,138.682,21.033,,7.182,138.682,0.0,0.0,,0.0,0.0,0.0,11.941,,4.339,,4.543,49.829,4.339,0.0,,0.0,299.61,4.339,0.0,21.033,0.0,0.0,354.981,,0.0,66.65,21.033,0.0,0.0,0.0,0.0,0.0,6164.527,279.579,67.338,287.345,,4951.424,,0.0,,1519.925,128.675,63.82,126.185,0.0,,4.776,6.39,0.0,279.579,94.549,8.365,1410.249,,0.377,1.572,128.675,94.549,,53.678,2.339,0.0,2.152,76.836,0.0,259.405,0.0,,259.405,0.0,4594.136,6.39,0.0,5198.61,996.892,,329.531,,2.339,0.0,279.579
China,1987,6950.239,1096217446.0,2.187,6336.534,3177306390528.0,0.065,0.654,0.058,2.06,7.139,,6.21,2.713,0.0,0.325,716.801,26.601,,10.625,11.187,,,,0.003,0.244,0.293,7.296,16.431,0.568,0.804,1.909,2943.756,153.525,29386.814,0.069,4619.121,934.615,13.424,0.936,267.464,,0.428,0.884,60886.156,4.171,119.094,2.685,3.719,0.0,1770.269,0.027,30.613,0.0,63.917,36030.211,9.547,75.429,1.615,3.506,6.989,2257.739,0.404,4.858,6.69,20.588,0.035,3842.969,,91980.422,2974.54,0.711,671.384,0.024,387.662,969.548,321.523,0.0,0.0,16.434,6066.879,453.621,506.133,1142.234,310.031,91.245,,,5.791,95.744,4920.356,16.191,100.024,2.737,269.654,497.267,0.0,1.31,2.64,0.945,79.885,0.945,,6.312,91.245,,7.948,91.245,420.818,,,3.814,139.993,20.115,,7.362,139.993,0.0,0.0,,0.0,0.0,0.0,10.989,,4.256,,8.499,49.848,4.256,0.0,,0.0,339.862,4.256,0.0,20.115,0.0,0.0,397.243,,0.0,68.346,20.115,0.0,0.0,0.0,0.0,0.0,6654.468,295.771,40.124,489.941,,5372.242,,0.0,,1560.048,127.631,67.813,198.292,0.0,,7.854,16.191,0.0,295.771,100.024,1.31,1422.296,,0.55,2.497,127.631,100.024,,54.644,5.791,0.0,2.014,77.296,0.0,269.654,0.0,,269.654,0.0,4897.874,16.191,0.0,5396.901,1041.375,,362.376,,5.791,0.0,295.771
China,1988,7467.112,1115244161.0,2.226,6691.621,3354463305728.0,0.067,0.654,0.07,2.175,7.438,,6.696,2.829,0.0,0.325,728.904,27.311,,10.984,11.575,,,,0.003,0.251,0.308,7.448,17.594,0.579,0.788,1.977,3135.32,168.155,31279.514,0.076,4962.251,1012.409,14.096,0.94,279.591,,0.422,0.892,61615.059,6.06,180.258,2.811,3.829,0.0,1892.698,0.028,30.613,0.0,77.794,38456.105,9.583,84.961,1.697,3.639,7.099,2425.894,0.394,5.035,6.785,21.281,0.036,4057.844,,95135.219,3154.798,0.723,756.345,0.024,414.974,994.889,343.13,0.0,0.0,16.464,6402.338,488.871,516.873,1229.358,335.041,97.887,,,9.142,95.677,5106.345,27.038,109.168,2.053,289.284,545.21,0.0,3.729,2.169,2.664,79.977,2.664,,7.628,97.887,,7.361,97.887,398.982,,,5.581,143.722,20.023,,7.517,143.722,0.0,0.0,,0.0,0.0,0.0,11.067,,4.323,,7.427,54.101,4.323,0.0,,0.0,373.653,4.323,0.0,20.023,0.0,0.0,436.042,,0.0,68.534,20.023,0.0,0.0,0.0,0.0,0.0,7144.304,322.809,33.843,489.835,,5771.224,,0.0,,1593.891,128.796,87.124,301.217,0.0,,7.437,27.038,0.0,322.809,109.168,3.729,1428.359,,0.377,1.841,128.796,109.168,,60.336,9.142,0.0,1.925,77.289,0.0,289.284,0.0,,289.284,0.0,5171.858,27.038,0.0,5698.119,1101.684,,390.983,,9.142,0.0,322.809
China,1989,7836.437,1133991005.0,2.318,6907.912,3380560265216.0,0.069,0.663,0.066,2.173,7.731,,7.136,2.836,0.0,0.314,751.898,28.821,,11.005,11.761,,,,0.003,0.254,0.313,1.557,17.21,0.589,0.791,2.044,3189.972,37.761,33199.754,0.075,5316.692,1087.676,15.18,0.951,287.556,,0.41,0.902,62366.957,1.926,60.754,2.813,3.887,0.0,1920.239,0.029,30.613,0.0,75.267,40919.762,9.626,84.886,1.693,3.66,7.208,2463.654,0.386,5.205,6.88,21.594,0.037,4150.328,,98350.773,3215.552,0.729,841.231,0.025,443.795,1023.098,354.441,0.0,0.0,16.433,6599.264,515.71,369.325,1287.727,357.199,104.418,,,8.465,95.532,5403.82,27.325,118.409,3.709,308.647,584.81,0.0,7.952,0.43,5.533,79.753,5.533,,4.748,104.418,,4.787,104.418,275.678,,,7.582,151.674,20.247,,7.69,151.674,0.0,0.0,,0.0,0.0,0.0,9.855,,4.468,,4.777,50.822,4.468,0.0,,0.0,405.06,4.468,0.0,20.247,0.0,0.0,466.401,,0.0,69.264,20.247,0.0,0.0,0.0,0.0,0.0,7486.302,350.134,6.862,341.999,,6046.902,,0.0,,1600.753,133.702,58.369,432.054,0.0,,4.946,27.325,0.0,350.134,118.409,7.952,1411.083,,0.634,3.271,133.702,118.409,,57.632,8.465,0.0,1.935,77.164,0.0,308.647,0.0,,308.647,0.0,5330.416,27.325,0.0,6130.173,1135.146,,411.292,,8.465,0.0,350.134
China,1990,7938.249,1153582718.0,2.345,6880.663,3385121832960.0,0.072,0.665,0.056,2.154,8.029,2.011,7.537,2.819,0.0,0.313,767.544,29.301,-6.622,10.933,11.739,2320.301,-164.554,28.723,0.003,0.258,0.286,0.861,17.095,0.598,0.77,2.097,3225.468,21.2,35176.438,0.073,5646.984,1151.741,15.423,0.961,298.189,0.685,0.41,0.903,63134.504,1.146,36.847,2.796,3.573,0.0,1976.684,0.03,30.613,0.0,64.065,43404.617,9.67,84.513,1.714,3.649,7.311,2484.855,0.374,5.366,6.973,22.714,0.038,4209.336,61.898,101603.172,3252.399,0.734,925.744,0.025,473.096,1041.451,330.291,0.184,0.002,16.056,6555.643,538.496,101.813,1274.573,382.505,109.929,,,7.097,95.276,5442.92,24.646,126.812,2.771,324.85,621.2,0.064,2.51,0.487,1.655,79.586,1.655,,-1.022,109.929,,1.028,109.87,87.615,,,2.436,154.183,20.414,,8.078,154.183,0.184,0.002,,0.0,0.0,0.002,8.108,,4.724,,1.449,43.661,4.721,0.006,,0.005,441.251,4.724,0.0,20.414,0.055,0.16,494.388,,0.002,71.032,20.403,0.002,0.006,0.0,0.0,0.005,7563.273,374.977,7.792,76.971,,6134.517,,0.006,,1608.545,133.642,-13.154,149.347,0.0,,1.299,24.842,0.0,374.977,126.744,2.51,1394.244,,0.446,2.402,133.642,126.812,,50.366,7.097,0.01,1.942,77.278,0.0,325.02,0.0,,325.02,0.0,5317.236,24.842,0.006,6279.52,1104.765,,428.567,,7.039,0.0,374.781
China,1991,8337.61,1170788527.0,2.376,7122.351,3508947910656.0,0.074,0.619,0.058,2.226,8.333,2.05,8.03,2.844,0.0,0.313,724.205,30.778,-7.923,11.24,11.828,2399.621,-206.475,31.568,0.004,0.26,0.304,4.879,19.93,0.607,0.796,2.151,3346.993,121.241,37226.355,0.087,6003.011,1219.807,14.572,0.949,304.797,0.684,0.399,0.893,63858.703,2.395,77.902,2.859,3.669,0.0,2049.92,0.031,30.613,0.0,68.066,46010.711,9.707,101.305,1.751,3.678,7.41,2606.096,0.362,5.53,7.065,23.791,0.04,4305.831,58.748,104933.477,3330.301,0.743,1027.049,0.026,503.873,1045.328,356.027,0.0,0.008,16.541,6807.203,578.713,399.361,1379.144,425.725,106.564,,,-1.615,95.575,5401.61,-6.077,124.764,2.429,314.963,677.55,0.064,1.935,1.938,1.255,81.586,1.255,,8.204,106.564,,5.36,106.5,298.911,,,0.697,156.118,18.414,350.0,8.372,156.118,0.184,0.002,,0.0,0.0,0.002,7.663,0.0,4.425,,4.873,44.349,4.422,0.027,,0.023,498.434,4.425,0.0,18.414,0.055,0.157,552.786,,0.002,73.564,18.403,0.009,0.0,0.0,0.0,0.005,7968.69,368.921,31.168,405.417,,6433.428,0.0,0.021,,1639.714,133.363,104.571,43.747,0.001,,5.031,-6.056,0.0,368.921,124.689,1.935,1400.715,,0.358,2.075,133.363,124.764,,51.923,-1.615,0.009,1.872,77.162,0.0,315.148,0.0,,315.148,0.0,5495.715,-6.056,0.006,6323.266,1178.125,,472.148,,-1.621,0.0,368.704
China,1992,8773.708,1184574240.0,2.337,7411.395,3755037425664.0,0.076,0.674,0.066,2.305,8.644,2.174,8.63,2.979,0.0,0.311,798.208,30.239,-5.676,12.122,12.701,2575.791,-154.997,35.89,0.004,0.262,0.326,4.785,23.13,0.615,0.771,2.216,3467.869,124.691,39341.074,0.103,6388.804,1297.403,15.181,0.94,310.834,0.686,0.402,0.878,64656.918,5.966,198.695,2.928,4.189,0.0,2114.715,0.031,30.613,0.0,77.596,48741.5,9.751,122.445,1.785,3.748,7.511,2730.788,0.352,5.703,7.168,25.145,0.041,4440.297,56.592,108462.477,3528.996,0.727,1149.494,0.026,534.112,1039.68,385.793,0.139,0.111,17.05,7084.353,636.465,436.098,1495.912,478.931,110.532,,,4.945,95.587,5483.761,17.733,130.933,2.467,326.434,753.94,0.113,3.024,0.745,1.937,82.633,1.937,,8.467,110.532,,5.244,110.323,298.069,,,2.664,159.142,17.367,1344.444,8.852,159.142,0.323,0.003,,0.004,0.0,0.004,7.058,76.562,4.413,,4.633,44.919,4.404,0.388,,0.328,567.33,4.413,0.0,17.367,0.095,0.273,623.007,,0.003,75.249,17.334,0.131,0.003,0.0,0.0,0.007,8386.551,387.158,12.211,417.861,,6731.497,50.0,0.361,,1651.925,134.432,116.768,168.483,0.017,,5.23,18.237,0.0,387.158,130.686,3.024,1395.427,,0.327,2.083,134.432,130.933,,53.21,4.945,0.015,1.814,76.724,0.0,327.043,0.0,,327.043,0.0,5686.282,18.237,0.009,6491.75,1263.638,,525.933,,4.81,0.0,386.437
China,1993,9457.634,1197308569.0,2.292,7908.675,4126169366528.0,0.079,0.652,0.072,2.44,8.966,2.303,9.315,3.093,0.0,0.309,781.084,35.728,-5.637,12.839,13.353,2756.96,-164.691,39.715,0.004,0.256,0.358,6.989,25.855,0.627,0.888,2.292,3674.115,190.863,41569.816,0.119,6817.353,1383.258,15.704,0.897,307.012,0.668,0.392,0.874,65438.0,4.923,173.74,3.069,4.649,0.0,2228.745,0.032,30.613,0.0,85.855,51663.152,9.795,142.774,1.861,3.838,7.617,2921.651,0.343,5.888,7.279,26.187,0.043,4595.828,55.138,112165.211,3702.735,0.708,1292.268,0.03,569.84,1046.805,428.549,0.011,0.177,17.592,7528.585,677.845,683.926,1663.776,492.128,127.101,,,16.226,95.194,5595.279,62.57,152.179,3.124,375.47,811.59,0.117,9.827,1.401,6.175,81.052,6.175,,11.222,128.441,,7.352,126.823,438.859,,,3.072,168.969,18.948,61.538,8.863,168.969,0.334,0.003,,0.007,4.551,0.004,8.065,3.54,4.758,,6.519,54.668,4.748,0.627,,0.525,589.228,4.806,0.198,18.751,0.098,0.28,657.806,,0.004,72.602,18.71,0.212,0.003,1.34,0.048,0.01,9003.102,454.532,23.144,616.55,,7170.356,33.333,0.239,,1675.069,141.295,167.864,199.396,0.026,,7.795,67.375,3.806,449.981,151.846,9.827,1400.728,,0.385,2.609,141.295,153.783,,65.454,17.452,0.014,1.787,75.816,0.0,380.09,1.604,,376.284,4.551,5996.005,62.823,0.012,6691.146,1391.285,,549.404,,16.192,0.0,449.007
